,DATE_ACQUIRED,SUHI
183,1997-04-07,5.9482781094066794
184,1997-04-23,8.059044436534862
185,1997-05-09,6.335600949324203
186,1997-05-25,8.792560032613821
187,1997-06-10,5.432211270177632
188,1997-06-26,3.8261099830992507
189,1997-07-12,8.213583512235289
190,1997-07-28,7.144684363911395
191,1997-08-13,5.746361777493718
192,1997-08-29,1.8033040878480904
193,1997-09-14,0.7357172005414654
194,1997-09-30,6.777737761764477
195,1997-11-01,5.098909015225146
196,1997-11-17,3.598178903523653
197,1997-12-03,2.6102682277748457
198,1997-12-19,4.747478004148171
199,1998-01-04,1.8836086372167102
200,1998-01-20,2.076740986459914
201,1998-02-21,3.3156915469598864
202,1998-03-09,4.2846157230733155
203,1998-03-25,5.606229147191975
204,1998-04-10,7.8319541758341344
205,1998-04-26,7.950410147167823
206,1998-05-12,7.2142502780789215
207,1998-05-28,-0.7183244550624153
208,1998-06-13,7.231428212149538
209,1998-06-29,6.305347151034908
210,1998-07-15,7.997779634448975
211,1998-07-31,6.208522325849884
212,1998-08-16,6.734389181593627
213,1998-09-01,5.034181345403255
214,1998-09-17,1.3688881424089203
215,1998-10-03,6.150411057494246
216,1998-10-19,5.15424432472544
217,1998-11-04,4.6543554282205974
218,1998-11-20,4.199246173464147
219,1998-12-06,3.733006030899645
220,1998-12-22,2.903263792886861
221,1999-01-07,2.6629898481739858
222,1999-01-23,2.424141142159069
223,1999-02-08,3.511249094796028
224,1999-02-24,4.720470499850499
225,1999-03-12,6.0100040076467565
226,1999-03-28,6.083986370562435
227,1999-04-13,6.514232485028359
228,1999-04-29,6.892285357967928
229,1999-05-15,3.8452126837710168
230,1999-05-31,6.328697581263079
231,1999-06-16,6.961775820199328
232,1999-07-02,1.3167569967843846
233,1999-07-10,5.347855167892327
234,1999-07-18,7.992671526590932
235,1999-08-03,5.49231462550253
236,1999-08-19,2.7493941159141855
237,1999-09-04,5.9208126467232205
238,1999-09-20,-0.9429581631762574
239,1999-10-06,4.4363381758333205
240,1999-11-15,5.21387888030614
241,1999-11-23,2.7457682865946182
242,1999-12-09,5.36024584864461
243,1999-12-25,4.469047274362396
244,2000-01-26,4.694645966334171
245,2000-02-03,4.4638453522239985
246,2000-02-11,4.840255687631412
247,2000-03-14,5.266069297526023
248,2000-03-30,6.195504259650889
249,2000-04-15,-0.6643373329246742
250,2000-05-01,7.1506493560942985
251,2000-05-17,0.4306674396281096
252,2000-06-02,8.852236252454396
253,2000-06-26,-0.4730874563901253
254,2000-07-04,5.897022724861806
255,2000-07-20,4.842001375081836
256,2000-08-05,7.009959034371775
257,2000-08-21,10.317594047537668
258,2000-09-06,5.8976157473582305
259,2000-09-22,5.936446169347249
260,2000-09-30,4.90558522125599
261,2000-10-08,7.396596474935066
262,2000-10-24,4.236455213125005
263,2000-11-01,4.533841717557252
264,2000-11-09,4.693239851702614
265,2000-11-25,2.820226686361437
266,2000-12-11,2.118952434933874
267,2000-12-27,1.6641537890564422
268,2001-01-04,2.041877336584399
269,2001-01-12,1.04832478687824
270,2001-01-28,2.4852684974361523
271,2001-02-13,4.598563128206301
272,2001-03-01,5.172926636199492
273,2001-04-02,6.879093280481435
274,2001-04-18,7.0898010479678675
275,2001-05-20,4.943942972686429
276,2001-06-05,7.4494828365519865
277,2001-06-13,8.88859468233359
278,2001-07-07,7.817982134493917
279,2001-07-23,6.860566350498303
280,2001-08-24,6.0344007685501
281,2001-09-09,5.910554976475851
282,2001-09-17,5.614014423374442
283,2001-10-11,14.194839144320994
284,2001-10-27,5.400255357452089
285,2001-11-04,5.44496793205343
286,2001-11-12,4.148284283608831
287,2001-11-28,4.443025448151005
288,2001-12-14,1.1211696027427465
289,2001-12-30,3.415778226430163
290,2002-01-15,0.6362052221208714
291,2002-01-23,1.882482684498914
292,2002-01-31,3.2423019023477906
293,2002-02-16,4.799083907659941
294,2002-03-04,5.026273066953969
295,2002-03-20,-6.449782812336627
296,2002-04-05,-37.77568906083337
297,2002-05-23,7.298224632225981
298,2002-06-08,7.11467527781366
299,2002-06-16,5.858991865604999
300,2002-06-24,6.150946258019879
301,2002-07-10,-0.753585033869264
302,2002-07-26,8.024657277856022
303,2002-08-19,6.299227649737084
304,2002-10-06,5.816510375606171
305,2002-12-09,1.6571590761962653
306,2003-01-10,3.0231280287772577
307,2003-07-21,9.438218255701315
308,2003-09-23,5.011468604444296
309,2003-11-26,0.7441193763047558
310,2003-12-12,4.29517382710366
311,2004-01-13,1.5571868251486407
312,2004-07-23,2.3724187614125256
313,2004-09-09,7.62750958428483
314,2004-09-25,7.23541437033704
315,2004-10-11,5.512022484420058
316,2004-11-12,5.097651210904935
317,2004-11-28,4.089952090456009
318,2005-01-31,4.337875831331154
319,2005-02-16,5.206842406684995
320,2005-03-04,7.15314425234034
321,2005-07-26,2.560440132992351
322,2005-08-11,6.59741308300643
323,2006-01-18,3.017449628194626
324,2006-09-15,2.176525228101532
325,2006-10-17,5.646790750723184
326,2006-11-02,5.931205623489532
327,2006-11-18,3.380591989961424
328,2007-01-21,3.124947084527264
329,2007-02-06,3.3641267226132285
330,2007-02-22,7.884078180046522
331,2007-08-17,7.7616774046599915
332,2007-09-02,5.538578848292715
333,2007-09-18,7.177112572311273
334,2007-10-04,5.492517784416236
335,2007-10-20,5.7704442963939755
336,2007-11-05,5.284913807387419
337,2007-11-21,4.243423849312528
338,2007-12-07,6.056419223377162
339,2007-12-23,2.585378987641814
340,2008-03-12,6.149427537466217
341,2008-09-20,4.4257566407525815
342,2008-10-06,8.240751013865712
343,2008-10-22,5.150613589189803
344,2009-01-10,2.2234476564212144
345,2009-01-26,3.7523653746779786
346,2009-09-07,7.949656271619546
347,2009-10-09,7.047431025972649
348,2009-10-25,7.629498982298543
349,2010-03-02,4.617382739358817
350,2010-03-18,5.547077151068713
351,2010-04-03,6.8761655018396866
352,2010-12-31,1.6444736778845055
353,2011-01-16,1.311847897464265
354,2011-02-01,2.7591553355545066
355,2011-02-17,4.114649699723834
356,2011-09-13,7.415968847798688
357,2011-09-29,5.9938730541728376
358,2011-10-15,6.602788932629075
359,2011-11-16,5.0605464573450405
360,2011-12-02,2.8611571642888904
361,2011-12-18,4.643619734362197
362,2012-01-03,2.080752177483305
363,2012-01-19,2.8304710995782045
364,2012-02-04,2.9165578855708425
365,2012-08-14,7.3233817863391835
366,2012-08-30,7.429243554157196
367,2012-11-02,4.665857477847055
368,2012-11-18,4.692565872570931
369,2012-12-04,3.763359606944043
370,2012-12-20,-0.5773067295940209
371,2013-01-05,8.332331964445888
372,2013-03-26,6.1516567551785855
373,2013-04-11,6.867758934834491
374,2013-09-02,7.816290717325607
375,2013-10-04,6.274823291129593
376,2013-10-20,5.561511443178546
377,2013-11-05,4.983370385203827
378,2013-11-21,3.7459708678719963
379,2013-12-07,3.1995434770814057
380,2013-12-23,3.778519526750486
381,2014-01-08,2.8322337108968014
382,2014-01-24,6.540389365538928
383,2014-02-09,2.3627825555075326
384,2014-02-25,5.375656083132867
385,2014-03-13,5.63594639123346
386,2014-03-29,6.408918898222005
387,2014-04-14,6.765371608742996
388,2014-04-30,8.076646944699057
389,2014-05-16,7.323142552421871
390,2014-06-01,6.800267338296429
391,2014-06-17,8.469947001489345
392,2014-07-03,7.781372321142243
393,2014-07-19,9.295598101049492
394,2014-08-04,9.493031396917566
395,2014-08-20,5.611971041292506
396,2014-09-05,5.112189623937745
397,2014-09-21,5.6661405524325446
398,2014-10-07,4.868793626266971
399,2014-10-23,5.63076811013579
400,2014-11-08,7.126113182704607
401,2014-11-24,2.354008388050829
402,2014-12-10,3.651541030392437
403,2014-12-26,5.175270663829885
404,2015-01-11,1.4216947815035432
405,2015-01-27,4.8844165518566385
406,2015-02-12,2.856232634703975
407,2015-02-28,5.259703318116344
408,2015-03-16,6.313214334867588
409,2015-04-01,6.837852172426977
410,2015-04-17,6.365114187971606
411,2015-05-03,0.32314231594368437
412,2015-05-19,8.530114470157443
413,2015-06-04,-3.9788853637795327
414,2015-06-20,9.055030194281898
415,2015-07-06,-2.712243362682301
416,2015-07-22,9.994453249361932
417,2015-08-07,5.762897898223407
418,2015-08-23,5.597814221650971
419,2015-09-08,3.9893018784446426
420,2015-09-24,6.208411170472779
421,2015-10-10,6.980236210957621
422,2015-10-26,3.5472143002766856
423,2015-11-11,4.283902225838169
424,2015-12-13,2.4681442150565545
425,2015-12-29,4.812372150791532
426,2016-01-14,4.27561296816139
427,2016-01-30,2.3722695369909417
428,2016-02-15,5.8846941803141775
429,2016-03-02,4.841710101154042
430,2016-03-18,5.333552188542605
431,2016-04-03,7.530560261208901
432,2016-04-19,7.362429063488669
433,2016-05-05,11.074051121560196
434,2016-05-21,6.0978223274191805
435,2016-06-22,8.675920683938358
436,2016-07-08,9.113862607288809
437,2016-07-24,-0.4753680887215168
438,2016-08-09,5.484694046188494
439,2016-08-25,5.526189581232046
440,2016-09-10,6.916664709339656
441,2016-09-26,4.4313073364521145
442,2016-10-12,3.589225205826061
443,2016-10-28,5.317686061185007
444,2016-11-13,3.8506773715187492
445,2016-11-29,4.009295303820757
446,2016-12-15,2.1698085360352017
447,2016-12-31,2.174014971287349
448,2017-01-16,2.04458810320234
449,2017-02-01,2.0133029116497916
450,2017-02-17,3.47387718819634
451,2017-03-05,4.750157394948758
452,2017-03-21,3.501690078743586
453,2017-04-06,8.931240306075964
454,2017-04-22,8.700331587332109
455,2017-05-08,9.386908726232818
456,2017-05-24,6.84357832394646
457,2017-06-09,-4.694990284339845
458,2017-06-25,7.736962918642689
459,2017-07-11,9.567006622862564
460,2017-07-27,5.567984082437924
461,2017-08-12,6.198872950070928
462,2017-08-28,7.16405040316215
463,2017-09-29,5.18127724875076
464,2017-10-15,6.386857038176267
465,2017-10-31,5.874975095044604
466,2017-11-16,4.348558774586728
467,2017-12-02,4.594535191822594
468,2017-12-18,3.5254696291128838
469,2018-01-03,3.134744357686067
470,2018-01-19,3.5644878112158978
471,2018-02-20,4.731994666578643
472,2018-03-08,6.28747242486623
473,2018-03-24,8.14362831049796
474,2018-04-09,7.779165926335416
475,2018-04-25,7.786731186865126
476,2018-05-11,7.655318435860195
477,2018-05-27,7.105182488913307
478,2018-06-12,11.935680327443073
479,2018-06-28,7.28591311506802
480,2018-07-14,8.668074849318138
481,2018-07-30,7.97219399615669
482,2018-08-15,9.32915331378129
483,2018-08-31,4.422198018586464
484,2018-09-16,5.196446095577464
485,2018-10-02,7.1788450046443515
486,2018-10-18,5.416042922964351
487,2018-11-19,5.8822059229522665
488,2018-12-05,0.5174899704775768
489,2018-12-21,2.7520020498292617
490,2019-01-06,0.3282211986986354
491,2019-01-22,3.8208811478667926
492,2019-02-07,3.676726402005073
493,2019-02-23,3.9537990191212344
494,2019-03-11,4.1144337311585915
495,2019-03-27,6.585564335800925
496,2019-04-12,7.24698291549231
497,2019-04-28,8.700798014294982
498,2019-05-14,6.886964872290527
499,2019-05-30,7.088984478584521
500,2019-06-15,7.291574021441605
501,2019-07-01,9.702732796233256
502,2019-07-17,7.549543022433959
503,2019-08-02,5.480732549316976
504,2019-08-18,6.319647894043634
505,2019-09-03,6.283576735366815
506,2019-09-19,4.5721859592181815
507,2019-10-05,5.329069604165042
508,2019-10-21,4.977554431328109
509,2019-11-06,5.817083022402791
510,2019-11-22,5.041280376003343
511,2019-12-08,2.198240902089033
512,2019-12-24,2.9286896280189225
513,2020-01-09,1.5233857239621358
514,2020-01-25,1.295354063496081
515,2020-02-10,1.3398983926747547
516,2020-02-26,3.127681553877295
517,2020-03-29,6.237662196053314
518,2020-04-14,7.454141645542499
519,2020-04-30,8.04246942724707
520,2020-05-16,9.37864376255365
521,2020-06-01,7.609308731523178
522,2020-06-17,7.031078834657869
523,2020-07-03,8.660291843828055
524,2020-07-19,7.755326784236992
525,2020-08-04,3.601858697456173
526,2020-08-20,7.2593386897480485
527,2020-09-05,4.45197954473651
528,2020-09-21,3.747730646431876
529,2020-10-07,4.343712594561879
530,2020-10-23,6.34252116973996
531,2020-11-08,6.570167269518635
532,2020-11-24,3.023853105371167
533,2020-12-10,2.127311255992126
534,2020-12-26,-7.7304588235341
535,2021-01-11,1.6146547662210295
536,2021-01-27,3.171894087737268
537,2021-02-12,3.5081304590338434
538,2021-02-28,2.7032827609939574
539,2021-03-16,5.290640320691729
540,2021-04-01,6.792064903575962
541,2021-04-17,7.301931877518349
542,2021-05-03,6.621479527325043
543,2021-05-19,6.303893973460902
544,2021-06-04,5.852624061704972
545,2021-07-22,0.8939198127306938
546,2021-08-07,7.804255874434688
547,2021-08-23,0.026087125977198866
548,2021-09-08,1.8828972347712707
549,2021-10-10,5.351958341167446
550,2021-10-26,4.941428151639947
551,2021-11-11,2.9255999986534533
552,2021-11-27,2.7003718447114053
553,2021-12-13,1.5173263366447323
554,2021-12-29,-0.07151850743435872
555,2022-01-14,1.201317976428438
556,2022-01-30,0.9516446704446118
557,2022-02-15,2.362850091945141
558,2022-03-03,4.291972058550595
559,2022-03-19,2.803256433769633
560,2022-04-04,5.870884305148465
561,2022-05-12,10.697785698811362
562,2022-05-24,3.751573523033045
563,2022-06-10,4.457439653880165
564,2022-07-31,4.515708566998882
565,2022-08-17,2.8095704663520777
566,2022-09-03,4.028943778358183
567,2022-09-20,3.829382719314296
568,2022-10-07,3.008973838840866
569,2022-10-24,2.421955362724873
570,2022-11-10,1.9823966269868123
571,2022-11-27,0.2170966798332401
572,2022-12-14,0.4969951334508629
573,2022-12-19,-0.03953935688666377
574,2023-01-22,0.5464613994649206
575,2023-02-08,-1.583184108660511
576,2023-03-02,3.3526480185610907
577,2023-03-19,1.421953118797635
578,2023-05-02,3.1470141211473077
579,2023-05-24,5.939090061850344
580,2023-06-15,4.05884287994089
581,2023-07-07,4.189015300112288
582,2023-07-12,7.506125999616302
583,2023-07-29,3.2470204433722785
584,2023-08-03,3.9498436358541653
585,2023-08-25,2.7472858463253687
586,2023-08-30,3.6181252723746553
587,2023-10-18,1.6823704238517365
588,2023-11-14,0.7258920174515211
589,2023-11-19,5.83517722887688
590,2023-12-16,-1.6134179308607806
591,2023-12-21,-0.9888700489673248
592,2013-04-19,7.524668228146311
593,2013-05-05,6.870134896117335
594,2013-05-21,8.18589964168251
595,2013-06-06,10.47902403246087
596,2013-06-22,8.610744237535947
597,2013-07-08,2.5703499404843697
598,2013-07-24,9.35583018424795
599,2013-08-09,5.907930689120349
600,2013-08-25,6.296582304625936
601,2013-09-10,6.097342686303506
602,2013-09-26,6.353258557500567
603,2013-10-12,3.7008236920794104
604,2013-10-28,1.8761033595738326
605,2013-11-13,-0.7685143681341984
606,2013-11-29,-2.2053280990375868
607,2013-12-15,0.8993109929721896
608,2013-12-31,1.596260495926444
609,2014-01-16,1.1267407300440198
610,2014-02-01,1.9969690646604263
611,2014-02-17,0.8385800541786779
612,2014-03-05,4.031610342107342
613,2014-03-21,5.731543517895496
614,2014-04-06,4.696201287270483
615,2014-04-22,4.6783293801205375
616,2014-05-08,-1.3714068445158034
617,2014-05-24,-1.861309765724151
618,2014-06-09,5.200352117618763
619,2014-06-25,8.517748840891151
620,2014-07-11,8.504458799686319
621,2014-07-27,7.129747190034799
622,2014-08-12,7.07600927388966
623,2014-08-28,7.081389701956454
624,2014-09-13,1.392209882452498
625,2014-09-29,5.007064708297648
626,2014-10-15,2.3915026088740916
627,2014-10-31,3.199854616022371
628,2014-11-16,2.8289661615586255
629,2014-12-02,-1.4845082382745503
630,2014-12-18,1.5380467181364494
631,2015-01-03,-0.10594200021969868
632,2015-01-19,2.043070711812671
633,2015-02-04,0.43543971746274934
634,2015-02-20,-0.5119075006984559
635,2015-03-08,5.693189990161983
636,2015-03-24,-2.1746095343167724
637,2015-04-09,7.630508843600111
638,2015-04-25,-1.7592931743006588
639,2015-05-11,8.865945142143346
640,2015-05-27,9.233057279288495
641,2015-06-12,-2.4957494113794567
642,2015-06-28,8.13514145315294
643,2015-07-14,8.717560040480478
644,2015-07-30,6.531842384627261
645,2015-08-15,3.720387788894584
646,2015-08-31,5.895952028347956
647,2015-09-16,3.2570275910411297
648,2015-10-02,3.2600599367954715
649,2015-10-18,-2.8949223341259227
650,2015-11-03,1.6187535945047173
651,2015-11-19,-0.45494079931715703
652,2015-12-05,-0.2550032913648721
653,2015-12-21,0.07287926882618478
654,2016-01-06,-0.35615477423990427
655,2016-01-22,3.98759062329934
656,2016-02-07,0.17517035789735758
657,2016-02-23,1.9448727572640507
658,2016-03-10,-0.3755872675890757
659,2016-03-26,1.1466112026813704
660,2016-04-11,6.623103150588712
661,2016-04-27,4.154178293425623
662,2016-05-13,6.9949555000583175
663,2016-05-29,6.661773059093008
664,2016-06-14,7.590055280130073
665,2016-06-30,6.149615598482782
666,2016-07-16,3.5759994376187976
667,2016-08-17,3.9261611627424955
668,2016-09-02,3.4734947832700698
669,2016-09-18,6.251686091338911
670,2016-10-04,2.599534738193043
671,2016-10-20,1.363190286640986
672,2016-11-05,-1.0200487099611522
673,2016-11-21,-1.969774579478674
674,2016-12-07,-1.3136210293176163
675,2016-12-23,-2.748273677647383
676,2017-01-08,-1.3817205668901806
677,2017-01-24,2.1496464326344267
678,2017-02-09,4.9965225888012625
679,2017-02-25,4.956482402408987
680,2017-03-13,-1.1520257244929795
681,2017-03-29,7.231355235657794
682,2017-04-14,6.344087237421029
683,2017-04-30,4.2464472104936775
684,2017-05-16,-2.465005535553715
685,2017-06-01,3.935138812029166
686,2017-06-17,6.1058223658009325
687,2017-07-03,9.265721982081672
688,2017-07-19,8.690589419599647
689,2017-08-04,6.51516674409536
690,2017-08-20,7.669343145178274
691,2017-09-05,6.03146878609401
692,2017-09-21,2.5876002606589665
693,2017-10-07,2.9618961010753324
694,2017-10-23,-2.0586021069401355
695,2017-11-08,-2.638249016278067
696,2017-11-24,-0.028253024663776216
697,2017-12-10,2.227506506225545
698,2017-12-26,1.0660118048138045
699,2018-01-11,1.2965841713528476
700,2018-01-27,1.2387592125301659
701,2018-02-12,2.3183175781416097
702,2018-02-28,4.694956458163588
703,2018-03-16,2.7971761323884294
704,2018-04-01,-2.953448930541434
705,2018-04-17,5.526832847381911
706,2018-05-03,7.524228964460924
707,2018-05-19,7.53095951136941
708,2018-06-04,6.952120763145992
709,2018-06-20,5.32276875022059
710,2018-07-06,6.168842945641316
711,2018-07-22,8.054707254944091
712,2018-08-07,9.295624561198586
713,2018-08-23,5.294992193924074
714,2018-09-08,5.072723297594493
715,2018-09-24,3.662902872817213
716,2018-10-10,0.17579134543736075
717,2018-10-26,-2.5601720634019003
718,2018-11-11,0.9754988815410144
719,2018-11-27,3.1189861074752656
720,2018-12-13,-0.8365563131119487
721,2018-12-29,0.3518733550011852
722,2019-01-14,1.984333327416337
723,2019-01-30,3.632200577940111
724,2019-03-03,2.220282383862603
725,2019-03-19,5.018801035236848
726,2019-04-04,3.7652451024681284
727,2019-04-20,5.453718822929048
728,2019-05-06,7.5389071866287125
729,2019-05-22,8.707058160138253
730,2019-06-07,7.812974097829667
731,2019-06-23,7.0254206230994996
732,2019-07-09,8.762047293920944
733,2019-07-25,7.527582767245086
734,2019-08-10,4.559981805804746
735,2019-08-26,5.1999422515105636
736,2019-09-11,5.317056179568745
737,2019-09-27,4.137436979361219
738,2019-10-13,1.528841182053398
739,2019-10-29,-1.1071539481722397
740,2019-11-14,3.8827424497885232
741,2019-11-30,-2.165887449569638
742,2019-12-16,0.7839345101178523
743,2020-01-01,-0.40557364448248023
744,2020-01-17,1.4701665665998362
745,2020-02-02,0.22016945722501902
746,2020-02-18,10.65973542298725
747,2020-03-05,3.133354480949187
748,2020-03-21,3.4499228591698383
749,2020-04-06,1.2205218082122897
750,2020-04-22,6.305491477209728
751,2020-05-08,7.426517695698777
752,2020-05-24,8.40332206023669
753,2020-06-09,9.278342189585615
754,2020-06-25,8.609554824626954
755,2020-07-11,7.70964914931433
756,2020-07-27,5.802103783379636
757,2020-08-12,8.48091722250949
758,2020-08-28,5.086124593037617
759,2020-09-13,4.9034426409725285
760,2020-09-29,3.268322563964702
761,2020-10-15,1.3548559107800884
762,2020-10-31,-2.166928357016026
763,2020-11-16,-0.24313121689167616
764,2020-12-02,-0.9311398107442699
765,2020-12-18,-0.026848843430066438
766,2021-01-03,-0.5047242856642526
767,2021-01-19,0.3110184439542891
768,2021-02-04,-1.6037490884506411
769,2021-02-20,2.466430571981718
770,2021-03-08,3.795224615782047
771,2021-03-24,3.0379348628730725
772,2021-04-09,7.577793276575754
773,2021-04-25,2.358378464458383
774,2021-05-11,6.645411346416942
775,2021-05-27,5.177889746276939
776,2021-06-12,-4.555749966038846
777,2021-06-28,8.262427591030239
778,2021-07-14,7.246258332704485
779,2021-07-30,4.232269348610927
780,2021-08-15,4.217488969494838
781,2021-08-31,6.255221182261785
782,2021-09-16,7.235361297478178
783,2021-10-02,6.641257152924069
784,2021-10-18,4.209256278250919
785,2021-11-03,-0.015191381406992832
786,2021-11-19,-0.12846598420738076
787,2021-12-05,-2.347359940493277
788,2021-12-21,-0.8151133933549559
789,2022-01-06,-0.12209078236435289
790,2022-01-22,0.8591834937821758
791,2022-02-07,3.7139355840298514
792,2022-02-23,2.089380971162221
793,2022-03-11,2.0253580249716734
794,2022-03-27,6.0564958339840445
795,2022-04-12,8.181126346441431
796,2022-04-28,9.01411262020094
797,2022-05-14,7.714139139773081
798,2022-05-30,6.571617314403049
799,2022-06-15,7.49532664227538
