,DATE_ACQUIRED,SUHI
0,1984-04-12,1.8955044769654208
1,1984-05-30,1.3752299515439503
2,1984-06-15,1.8253480821899757
3,1984-07-17,1.6015093560806832
4,1984-11-22,2.996787138121654
5,1985-01-09,2.113198115117207
6,1985-03-30,1.726143544801225
7,1985-04-15,2.7947471431826614
8,1985-11-09,1.2785485701788133
9,1986-04-18,2.262864351918381
10,1986-06-21,2.1862680281589135
11,1986-11-12,1.4779993236028588
12,1987-01-15,2.035599167722392
13,1987-01-31,1.1039846881775333
14,1987-03-04,1.1643732533582956
15,1987-03-20,1.6858365670838111
16,1987-04-05,3.321564422214429
17,1987-05-07,1.7280549198008828
18,1987-06-24,1.0085617232213195
19,1987-09-28,1.6265459069116446
20,1987-10-14,2.399156641434118
21,1987-11-15,1.8019837969225279
22,1988-01-02,2.2484948157757643
23,1988-01-18,1.5685282325046863
24,1988-03-06,1.5043046902761859
25,1988-04-07,3.1028749037405774
26,1988-04-23,2.9955367102415806
27,1988-05-09,3.0319062470858285
28,1988-05-25,0.8270483984137087
29,1988-07-12,-0.9508713024250994
30,1988-07-28,1.629655733378307
31,1988-08-13,0.9114079049490513
32,1988-08-29,1.2772988095326099
33,1988-09-14,0.9360245898613186
34,1988-10-16,-0.3812207057930763
35,1988-11-01,2.0794488510828515
36,1988-11-17,1.559050201143286
37,1988-12-19,-0.08257951448483425
38,1989-01-04,0.791749068127185
39,1989-02-05,1.4536783477563873
40,1989-03-09,1.7570402517375285
41,1989-03-25,1.6154939548770955
42,1989-04-10,-0.16256383016073528
43,1989-04-26,2.9451654016062037
44,1989-05-28,2.372686767330471
45,1989-06-13,1.2166958127416976
46,1989-07-15,2.437277822118837
47,1989-07-31,1.8252941916925636
48,1989-08-16,0.6595738327200635
49,1989-09-17,1.4267129527933875
50,1990-01-07,1.3812700026223652
51,1990-02-08,2.3696257780265597
52,1990-02-24,1.7317059739154885
53,1990-03-12,1.1800185209383969
54,1990-05-15,1.7512021143634584
55,1990-05-31,1.5370561333368329
56,1990-06-16,1.3948534981275031
57,1990-07-02,1.853494646042023
58,1990-08-19,1.3230886521152954
59,1990-08-27,1.8336728038878434
60,1990-09-20,1.1414018412070064
61,1990-10-06,1.9173091994114415
62,1990-10-22,1.74110319913936
63,1990-11-07,1.1297291471871063
64,1990-12-09,1.6671984750133007
65,1990-12-25,1.387650972756262
66,1991-01-10,0.5665550933054995
67,1991-01-26,0.9767897626374591
68,1991-02-11,-1.092222230462884
69,1991-02-27,1.85891018934484
70,1991-03-31,2.9135263371012172
71,1991-05-18,-1.121384926549375
72,1991-06-03,1.6324344465451475
73,1991-07-21,1.3281793675209101
74,1991-08-22,1.1885894548757108
75,1991-10-09,1.9716932770004405
76,1991-11-10,1.6229012037097021
77,1991-11-26,2.166502212110366
78,1991-12-12,0.6448380011621282
79,1991-12-28,0.8784082614629867
80,1992-01-13,1.2422180651822856
81,1992-01-29,1.576637795226695
82,1992-03-17,-4.507039413030977
83,1992-04-02,1.206398482756427
84,1992-04-18,1.4864599536708667
85,1992-05-04,2.4038448954226936
86,1992-05-20,1.7380607403984882
87,1992-07-23,2.5450295512571515
88,1992-08-08,0.12691020147572374
89,1992-08-24,1.2109253695885727
90,1992-09-09,1.1353045770449484
91,1992-10-11,0.8571979627234754
92,1992-11-28,0.6316036578599054
93,1992-12-30,0.6526244421444432
94,1993-01-31,-0.6039553363600874
95,1993-02-16,1.1214083787447464
96,1993-03-20,2.0250650517716267
97,1993-04-05,2.9199042913058975
98,1993-05-23,3.491317738360898
99,1993-06-08,2.0793419222992924
100,1993-06-24,1.3359772899246138
101,1993-07-10,1.4403220491370874
102,1993-07-26,1.400071847489798
103,1993-08-11,-0.5608693367746653
104,1993-10-14,2.2333735616948687
105,1993-10-30,-1.3700773829768238
106,1993-11-15,1.183858722755744
107,1993-12-01,1.9697912348825142
108,1994-01-02,1.245969158495818
109,1994-01-18,1.7039394205756189
110,1994-02-03,1.4349071992794933
111,1994-02-19,1.9195218899943853
112,1994-03-07,1.850189878106086
113,1994-03-23,1.9747502983498606
114,1994-04-08,2.313047648659591
115,1994-04-24,2.3114903567246188
116,1994-05-10,1.9964803159683413
117,1994-05-26,2.90389168837968
118,1994-06-11,1.637384720951566
119,1994-06-27,1.7813858464163204
120,1994-07-13,2.100807757066086
121,1994-08-14,0.9969840539746926
122,1994-08-30,0.20418049429662233
123,1994-09-15,3.6489398842178247
124,1994-10-01,2.0510380799106755
125,1994-11-02,1.2966765233198103
126,1994-11-18,1.692754332779046
127,1994-12-04,1.8584256816209042
128,1994-12-20,0.42802245065102795
129,1995-01-05,1.4820089004125911
130,1995-01-21,1.0981008905311285
131,1995-02-22,-0.935558545092654
132,1995-03-10,1.060682150487608
133,1995-03-26,1.1014150396850724
134,1995-04-11,1.5399906251735942
135,1995-04-27,1.2348955793814298
136,1995-05-13,1.538354153455053
137,1995-05-29,2.4031550824166743
138,1995-06-14,1.913797128320489
139,1995-06-30,1.3067338896229401
140,1995-07-16,2.147650713357116
141,1995-08-01,0.6603388479811372
142,1995-08-17,1.4605878125643414
143,1995-09-02,2.030282116398425
144,1995-09-18,0.6708811585330849
145,1995-10-04,1.9977149575932813
146,1995-10-20,1.872765436891008
147,1995-11-05,1.7770234807747798
148,1995-11-21,1.1011316981617014
149,1995-12-07,-0.03269421933078931
150,1995-12-23,0.9076541262827504
151,1996-02-25,2.420321902754317
152,1996-03-28,1.363973305768674
153,1996-04-13,3.2816657712318147
154,1996-04-29,-0.45613282918239406
155,1996-05-15,0.9329452517075438
